PolicyKey,PolicyNumber,OrgKey,PlanKey,AgentKey,AdjustmentDate,DateOfCommencement,ModeOfPayment,ChequeEncashmentDetails,PolicyStatus,PremiumInstallmentAmount,FUPDate,Gaps,SumAssured,Budget,PolicyVintageBucket,HasMobile,HasEmail,HasNEFT,HasPAN
1112,POL0001112,31,9,21,2024-10-29,2024-11-03,Quarterly,NA,Inforce,890.3,2025-02-24,3,171926.0,97947.73,>=1 year and <2 years,1,1,1,1
1113,POL0001113,25,10,46,2023-06-11,2023-07-10,Half-yearly,NA,Inforce,2068.82,2024-01-28,4,470882.33,78244.88,>=2 years and <3 years,1,1,0,1
1114,POL0001114,38,1,17,2023-10-07,2023-10-11,Half-yearly,NA,Inforce,2737.34,2023-12-18,5,320104.6,79447.96,>=2 years and <3 years,0,1,1,0
1115,POL0001115,2,11,44,2025-07-12,2025-08-04,Monthly,NA,Cheque Dishonor,1214.46,2026-07-09,4,360958.08,92187.89,Less than 1 year,1,0,0,1
1116,POL0001116,27,6,8,2024-04-09,2024-04-20,Half-yearly,NA,Inforce,1459.14,2025-02-17,1,1556234.29,61753.73,>=1 year and <2 years,1,0,1,1
1117,POL0001117,38,2,9,2024-07-27,2024-08-05,Yearly,NA,Inforce,5913.43,2025-02-26,1,164771.98,50597.25,>=1 year and <2 years,1,1,1,0
1118,POL0001118,35,6,5,2025-03-30,2025-04-02,Quarterly,Honoured,Inforce,2317.63,2026-03-02,5,1018151.85,30501.44,Less than 1 year,1,1,1,0
1119,POL0001119,27,5,3,2024-07-22,2024-08-12,Half-yearly,NA,Cheque Dishonor,13154.26,2025-07-28,0,286313.42,151693.56,>=1 year and <2 years,1,1,1,0
1120,POL0001120,25,10,50,2025-07-14,2025-07-14,Monthly,NA,Inforce,3261.78,2025-12-30,2,137322.84,11366.13,Less than 1 year,1,1,1,1
1121,POL0001121,14,6,64,2023-07-08,2023-07-18,Quarterly,Honoured,Inforce,1422.23,2023-09-12,4,602172.82,98942.79,>=2 years and <3 years,1,1,1,1
1122,POL0001122,40,5,47,2023-04-02,2023-04-05,Yearly,NA,Inforce,3680.87,2024-02-10,5,435112.91,61782.82,>=2 years and <3 years,1,1,1,0
1123,POL0001123,5,9,28,2026-02-18,2026-02-23,Monthly,NA,Cheque Dishonor,3517.2,2026-11-27,4,103998.14,19925.57,Less than 1 year,1,1,0,1
1124,POL0001124,26,4,80,2025-10-20,2025-10-26,Half-yearly,NA,Inforce,1906.97,2026-03-30,0,691024.74,102305.49,Less than 1 year,1,1,1,0
1125,POL0001125,7,10,44,2025-04-11,2025-04-14,Monthly,NA,Inforce,1563.45,2025-07-13,2,301737.44,39024.43,Less than 1 year,1,0,0,0
1126,POL0001126,28,4,45,2025-07-30,2025-08-19,Half-yearly,NA,Inforce,2143.61,2025-12-05,2,687794.72,155372.13,Less than 1 year,1,1,1,1
1127,POL0001127,20,7,70,2023-06-01,2023-06-12,Monthly,NA,Inforce,2312.79,2023-12-24,2,295063.5,19622.46,>=2 years and <3 years,1,1,0,1
1128,POL0001128,33,8,71,2024-01-16,2024-01-17,Monthly,NA,Inforce,4326.99,2024-07-08,4,382250.32,95930.69,>=2 years and <3 years,1,1,0,0
1129,POL0001129,12,10,64,2025-01-23,2025-01-25,Monthly,Dishonoured,Inforce,1716.06,2025-03-30,2,285213.67,53987.2,>=1 year and <2 years,1,1,0,1
1130,POL0001130,30,5,69,2025-02-07,2025-03-04,Half-yearly,Honoured,Lapsed,4287.76,2025-09-23,2,238780.31,105452.54,>=1 year and <2 years,1,1,1,1
1131,POL0001131,37,12,8,2024-12-05,2024-12-29,Quarterly,NA,Inforce,4202.9,2025-11-06,2,413268.7,97778.95,>=1 year and <2 years,1,0,0,1
1132,POL0001132,10,12,39,2024-06-28,2024-07-19,Half-yearly,NA,Lapsed,2220.03,2024-09-20,5,419116.85,49610.1,>=1 year and <2 years,1,0,0,1
1133,POL0001133,5,11,27,2023-04-25,2023-05-02,Half-yearly,NA,Inforce,1629.24,2024-02-21,2,387712.48,85763.05,>=2 years and <3 years,1,1,0,0
1134,POL0001134,11,5,77,2025-10-07,2025-10-25,Monthly,NA,Inforce,1639.02,2026-04-20,1,323342.18,154379.28,Less than 1 year,1,1,0,0
1135,POL0001135,2,4,40,2023-12-11,2024-01-06,Quarterly,NA,Inforce,4702.99,2024-09-29,5,163985.84,79847.94,>=2 years and <3 years,1,0,1,1
1136,POL0001136,42,1,26,2023-10-18,2023-10-27,Monthly,NA,Inforce,2530.13,2024-05-27,5,110581.38,24128.36,>=2 years and <3 years,1,1,1,1
1137,POL0001137,18,11,71,2025-11-04,2025-12-04,Monthly,Honoured,Cooling Off,3216.51,2026-05-18,3,520626.27,25318.22,Less than 1 year,1,1,1,0
1138,POL0001138,32,1,8,2023-10-15,2023-10-19,Yearly,NA,Inforce,3100.62,2024-04-11,2,122230.69,5218.38,>=2 years and <3 years,1,0,1,1
1139,POL0001139,5,7,47,2024-06-10,2024-07-10,Half-yearly,Honoured,Inforce,2191.77,2025-06-07,4,333257.44,30079.42,>=1 year and <2 years,1,1,1,1
1140,POL0001140,9,4,15,2024-05-30,2024-06-04,Quarterly,NA,Inforce,1161.56,2024-09-05,5,354126.31,31789.23,>=1 year and <2 years,1,1,1,0
1141,POL0001141,38,9,33,2024-10-31,2024-11-18,Quarterly,NA,Inforce,1781.75,2024-12-30,1,131992.1,41354.3,>=1 year and <2 years,0,1,0,1
1142,POL0001142,21,6,75,2026-02-23,2026-03-20,Half-yearly,Honoured,Inforce,1988.77,2026-04-28,3,1895072.97,18950.35,Less than 1 year,1,1,0,0
1143,POL0001143,28,4,19,2023-12-09,2023-12-23,Monthly,NA,Inforce,1865.37,2024-10-02,2,418453.54,20146.15,>=2 years and <3 years,1,0,1,1
1144,POL0001144,27,5,76,2025-07-30,2025-08-20,Single,NA,Inforce,935.22,2026-06-03,1,186894.74,92450.66,Less than 1 year,1,0,1,1
1145,POL0001145,8,6,70,2024-11-20,2024-11-23,Monthly,NA,Cooling Off,1258.08,2025-03-31,4,425426.65,20224.86,>=1 year and <2 years,1,1,1,0
1146,POL0001146,10,6,61,2024-09-22,2024-10-11,Half-yearly,Honoured,Inforce,2810.3,2025-09-09,4,327010.46,29236.96,>=1 year and <2 years,1,1,1,1
1147,POL0001147,39,1,7,2024-10-26,2024-11-16,Half-yearly,Honoured,Inforce,4610.49,2025-07-05,3,554276.98,60668.53,>=1 year and <2 years,1,1,1,0
1148,POL0001148,36,7,40,2025-05-06,2025-05-30,Quarterly,Honoured,Lapsed,1453.27,2026-05-10,0,287476.81,10431.2,Less than 1 year,1,1,0,1
1149,POL0001149,8,9,31,2026-03-27,2026-04-16,Yearly,NA,Lapsed,2199.7,2027-01-24,3,227889.27,47058.38,Less than 1 year,1,1,0,1
1150,POL0001150,26,5,39,2025-04-02,2025-04-04,Single,Honoured,Inforce,2209.71,2025-08-26,4,419396.03,13506.34,Less than 1 year,1,1,1,1
1151,POL0001151,14,3,57,2024-08-19,2024-08-22,Quarterly,Honoured,Inforce,1866.01,2025-02-09,2,114796.68,46583.35,>=1 year and <2 years,1,1,1,1
1152,POL0001152,27,1,36,2024-10-27,2024-11-26,Yearly,Honoured,Lapsed,745.82,2025-03-15,5,457593.33,109478.9,>=1 year and <2 years,1,1,0,1
1153,POL0001153,31,12,53,2026-01-28,2026-02-13,Yearly,NA,Inforce,1793.0,2026-11-04,5,1231597.52,24291.76,Less than 1 year,1,1,0,0
1154,POL0001154,7,3,34,2024-02-12,2024-02-18,Quarterly,NA,Inforce,937.43,2024-09-23,4,401027.62,65824.75,>=2 years and <3 years,1,1,0,0
1155,POL0001155,36,12,42,2023-08-28,2023-08-28,Quarterly,NA,Inforce,8170.15,2024-06-03,1,141125.14,47768.78,>=2 years and <3 years,1,1,1,1
1156,POL0001156,42,3,57,2024-05-07,2024-05-24,Half-yearly,NA,Inforce,2927.17,2025-02-02,5,319660.91,103958.38,>=1 year and <2 years,1,1,1,0
1157,POL0001157,41,5,41,2023-10-13,2023-11-12,Quarterly,NA,Inforce,3435.72,2024-04-23,4,207212.63,41675.13,>=2 years and <3 years,1,1,1,0
1158,POL0001158,42,3,77,2023-12-19,2024-01-07,Half-yearly,Honoured,Inforce,2383.55,2024-09-26,2,513472.38,26048.83,>=2 years and <3 years,0,0,1,0
1159,POL0001159,31,12,18,2025-08-25,2025-09-14,Monthly,NA,Inforce,2264.79,2025-12-13,2,569931.73,25468.14,Less than 1 year,1,1,0,1
1160,POL0001160,19,4,11,2025-12-25,2025-12-27,Monthly,NA,Lapsed,2127.34,2026-07-24,4,427166.83,28921.5,Less than 1 year,1,1,0,1
1161,POL0001161,37,4,3,2025-05-03,2025-05-04,Yearly,Honoured,Inforce,2112.66,2025-08-27,3,1249589.49,25717.61,Less than 1 year,1,1,1,0
1162,POL0001162,41,4,12,2024-03-22,2024-04-04,Yearly,NA,Inforce,1756.04,2025-03-02,3,846861.32,57739.59,>=1 year and <2 years,1,1,1,0
1163,POL0001163,11,1,52,2023-12-26,2023-12-30,Quarterly,NA,Inforce,4090.0,2024-03-25,4,243362.39,58539.88,>=2 years and <3 years,0,0,1,1
1164,POL0001164,24,3,73,2026-01-08,2026-01-31,Monthly,Honoured,Inforce,3719.6,2026-12-01,5,101386.98,29207.12,Less than 1 year,1,1,0,1
1165,POL0001165,30,11,64,2023-11-22,2023-12-20,Monthly,Honoured,Inforce,3341.22,2024-03-12,4,177779.93,39585.43,>=2 years and <3 years,1,0,0,1
1166,POL0001166,18,5,64,2026-01-28,2026-02-13,Monthly,NA,Inforce,3736.48,2026-11-10,1,291638.44,36545.34,Less than 1 year,1,0,1,0
1167,POL0001167,14,5,25,2024-08-18,2024-09-04,Monthly,NA,Inforce,2016.84,2025-05-01,2,261993.66,105640.16,>=1 year and <2 years,1,1,1,1
1168,POL0001168,19,5,31,2025-06-15,2025-06-17,Quarterly,Honoured,Inforce,1634.72,2026-05-06,2,280835.27,14498.84,Less than 1 year,1,1,1,0
1169,POL0001169,42,8,11,2025-02-27,2025-03-03,Single,NA,Inforce,1642.64,2025-10-22,0,203232.35,246049.78,>=1 year and <2 years,1,0,1,1
1170,POL0001170,26,11,28,2024-02-26,2024-03-11,Half-yearly,Honoured,Inforce,1709.29,2024-07-03,5,50000.0,46039.95,>=2 years and <3 years,1,0,1,1
1171,POL0001171,17,2,13,2024-09-24,2024-10-05,Quarterly,NA,Lapsed,1545.67,2025-07-25,5,337093.26,16680.29,>=1 year and <2 years,1,0,1,1
1172,POL0001172,31,6,78,2023-05-20,2023-05-31,Yearly,Dishonoured,Inforce,3178.7,2023-08-29,4,100221.31,28866.96,>=2 years and <3 years,1,1,0,1
1173,POL0001173,3,1,33,2026-03-13,2026-03-28,Quarterly,NA,Cooling Off,1107.02,2026-12-15,1,191842.13,290343.54,Less than 1 year,1,1,1,0
1174,POL0001174,24,3,72,2023-12-20,2024-01-08,Single,NA,Inforce,2755.22,2024-07-04,0,621632.13,41860.53,>=2 years and <3 years,1,1,0,0
1175,POL0001175,32,6,60,2025-11-12,2025-12-06,Monthly,NA,Inforce,3137.39,2026-07-10,3,566464.41,12166.23,Less than 1 year,1,1,1,0
1176,POL0001176,10,5,15,2024-03-25,2024-04-07,Monthly,Dishonoured,Inforce,5485.46,2024-10-30,0,683568.0,65597.02,>=1 year and <2 years,1,1,1,1
1177,POL0001177,18,12,47,2025-01-24,2025-01-28,Yearly,NA,Lapsed,930.33,2025-08-31,5,231054.22,6097.7,>=1 year and <2 years,1,1,1,1
1178,POL0001178,40,5,67,2025-03-14,2025-03-17,Monthly,Honoured,Inforce,1281.6,2025-11-29,4,162556.51,55406.76,>=1 year and <2 years,0,1,1,0
1179,POL0001179,32,3,72,2025-01-20,2025-01-23,Yearly,NA,Inforce,1671.45,2025-10-06,2,175366.42,24200.87,>=1 year and <2 years,1,1,1,0
1180,POL0001180,4,4,20,2025-04-27,2025-05-24,Single,NA,Inforce,887.88,2025-09-30,5,159273.92,99602.84,Less than 1 year,1,1,1,1
1181,POL0001181,11,12,60,2024-06-07,2024-07-04,Monthly,Dishonoured,Lapsed,1531.98,2024-08-05,4,248929.05,40250.04,>=1 year and <2 years,1,1,1,0
1182,POL0001182,3,8,46,2025-07-10,2025-07-27,Yearly,NA,Inforce,3292.61,2026-01-24,4,689552.93,76029.49,Less than 1 year,1,1,0,1
1183,POL0001183,8,12,19,2023-08-06,2023-08-21,Monthly,NA,Lapsed,2140.45,2023-09-20,0,455193.72,141312.27,>=2 years and <3 years,1,1,1,0
1184,POL0001184,12,3,66,2025-03-24,2025-04-23,Half-yearly,NA,Inforce,1806.85,2025-06-17,3,374287.1,65718.58,Less than 1 year,1,1,0,0
1185,POL0001185,14,10,1,2024-11-05,2024-11-12,Quarterly,NA,Inforce,4910.87,2025-04-24,2,215962.53,73198.74,>=1 year and <2 years,1,0,0,1
1186,POL0001186,5,4,64,2024-10-11,2024-11-05,Half-yearly,Honoured,Inforce,2057.28,2025-11-01,3,1624582.18,9596.31,>=1 year and <2 years,1,1,1,1
1187,POL0001187,8,7,48,2026-03-26,2026-04-16,Quarterly,Dishonoured,Inforce,3861.3,2027-02-22,3,719082.09,156643.53,Less than 1 year,1,0,0,1
1188,POL0001188,10,1,11,2026-02-19,2026-03-12,Quarterly,Honoured,Inforce,974.95,2027-02-12,4,317242.63,65382.77,Less than 1 year,1,1,0,0
1189,POL0001189,41,5,77,2023-11-29,2023-11-30,Half-yearly,NA,Inforce,1318.49,2024-03-01,2,512792.37,30543.8,>=2 years and <3 years,1,0,1,0
1190,POL0001190,40,8,42,2023-11-11,2023-11-26,Yearly,Dishonoured,Lapsed,7036.08,2024-09-13,3,334159.68,180996.26,>=2 years and <3 years,1,1,1,1
1191,POL0001191,37,3,28,2023-04-07,2023-05-06,Yearly,Honoured,Inforce,1149.17,2024-04-22,3,453310.75,41200.02,>=2 years and <3 years,1,1,1,0
1192,POL0001192,4,12,10,2024-06-06,2024-07-02,Quarterly,NA,Inforce,1412.18,2025-04-28,1,103844.48,81676.71,>=1 year and <2 years,1,1,1,1
1193,POL0001193,17,3,31,2024-12-01,2024-12-08,Yearly,Honoured,Inforce,1793.59,2025-08-17,2,86820.49,29939.95,>=1 year and <2 years,1,1,1,0
1194,POL0001194,14,3,50,2023-04-17,2023-05-09,Half-yearly,NA,Inforce,2255.74,2024-01-30,2,117746.28,91461.4,>=2 years and <3 years,1,1,1,1
1195,POL0001195,42,3,16,2025-02-03,2025-02-24,Monthly,Honoured,Inforce,1902.61,2026-01-31,3,455732.64,43421.16,>=1 year and <2 years,1,1,0,1
1196,POL0001196,20,11,78,2023-07-02,2023-07-04,Monthly,NA,Inforce,5507.44,2023-09-08,4,152843.51,19961.82,>=2 years and <3 years,1,1,1,0
1197,POL0001197,33,4,63,2023-04-12,2023-04-18,Monthly,NA,Inforce,3533.1,2023-12-30,4,158897.57,65489.52,>=2 years and <3 years,1,1,1,1
1198,POL0001198,39,7,12,2023-12-27,2024-01-18,Half-yearly,Honoured,Inforce,2855.54,2024-05-01,1,277237.47,108852.2,>=2 years and <3 years,1,1,1,0
1199,POL0001199,28,11,55,2025-09-28,2025-10-07,Single,NA,Cooling Off,882.88,2026-03-20,3,231890.14,78832.9,Less than 1 year,1,0,0,1
1200,POL0001200,15,11,20,2025-12-08,2025-12-12,Yearly,NA,Inforce,1764.63,2026-06-28,1,715350.05,115920.67,Less than 1 year,1,1,1,0
1201,POL0001201,6,5,60,2026-01-24,2026-01-27,Monthly,Honoured,Inforce,4705.33,2026-07-01,5,93460.96,40575.03,Less than 1 year,1,1,1,1
1202,POL0001202,10,3,39,2023-04-25,2023-05-02,Half-yearly,NA,Inforce,4157.64,2023-06-28,2,365889.25,154568.96,>=2 years and <3 years,1,1,1,1
1203,POL0001203,4,9,10,2026-01-08,2026-01-13,Yearly,NA,Inforce,1717.7,2026-09-30,2,78464.94,6191.34,Less than 1 year,1,1,1,0
1204,POL0001204,27,2,60,2026-01-26,2026-02-23,Half-yearly,NA,Inforce,3445.21,2026-08-07,3,448511.26,65628.83,Less than 1 year,0,0,1,1
1205,POL0001205,17,10,11,2025-08-06,2025-08-30,Half-yearly,NA,Inforce,2534.63,2025-12-20,3,209009.09,261768.63,Less than 1 year,1,1,1,1
1206,POL0001206,30,3,24,2025-02-09,2025-03-09,Half-yearly,NA,Inforce,2152.1,2026-01-07,2,325189.91,74225.22,>=1 year and <2 years,1,1,1,1
1207,POL0001207,20,6,76,2026-03-04,2026-03-28,Half-yearly,Honoured,Inforce,8232.17,2027-03-07,2,533485.53,30766.84,Less than 1 year,0,1,1,0
1208,POL0001208,17,6,24,2024-02-08,2024-03-08,Monthly,NA,Cheque Dishonor,5293.99,2024-10-29,4,532928.56,195891.64,>=2 years and <3 years,1,0,1,0
1209,POL0001209,17,11,14,2023-04-03,2023-05-01,Monthly,NA,Inforce,7540.24,2023-07-01,5,139271.01,20003.35,>=2 years and <3 years,0,1,1,0
1210,POL0001210,1,3,62,2024-03-01,2024-03-22,Quarterly,NA,Inforce,3472.95,2024-12-11,0,346561.63,31218.57,>=2 years and <3 years,1,1,1,0
1211,POL0001211,39,12,63,2025-07-23,2025-08-20,Monthly,Honoured,Inforce,3291.8,2026-02-09,3,404330.64,101939.59,Less than 1 year,1,1,0,1
1212,POL0001212,26,5,12,2025-11-23,2025-12-01,Monthly,NA,Inforce,2800.98,2026-08-29,0,122094.68,18088.47,Less than 1 year,1,0,1,0
1213,POL0001213,2,12,25,2024-11-18,2024-12-06,Yearly,NA,Inforce,7347.49,2025-07-25,3,338222.89,13381.88,>=1 year and <2 years,1,1,0,1
1214,POL0001214,42,4,56,2023-09-25,2023-10-23,Half-yearly,Honoured,Inforce,3721.85,2024-06-01,0,308815.51,18682.58,>=2 years and <3 years,1,1,0,1
1215,POL0001215,6,5,60,2025-07-31,2025-08-10,Monthly,NA,Inforce,2407.14,2026-04-03,3,1132389.78,29698.11,Less than 1 year,1,0,1,1
1216,POL0001216,10,12,57,2026-02-21,2026-03-05,Yearly,NA,Lapsed,2679.47,2027-01-14,4,103552.52,82323.42,Less than 1 year,0,1,1,0
1217,POL0001217,38,4,26,2024-10-21,2024-10-21,Monthly,Honoured,Inforce,3675.05,2025-03-18,2,992456.72,48490.96,>=1 year and <2 years,1,0,1,0
1218,POL0001218,22,1,14,2024-01-06,2024-02-03,Quarterly,Honoured,Cooling Off,2209.3,2024-07-28,2,447741.48,181279.99,>=2 years and <3 years,0,1,0,1
1219,POL0001219,32,12,75,2025-12-20,2026-01-07,Quarterly,NA,Inforce,2052.99,2026-10-23,5,552291.2,10667.45,Less than 1 year,1,1,1,0
1220,POL0001220,32,7,63,2024-05-18,2024-05-30,Quarterly,Honoured,Lapsed,1432.29,2025-05-03,4,739300.64,51213.82,>=1 year and <2 years,0,1,1,1
1221,POL0001221,32,4,8,2023-08-08,2023-08-15,Quarterly,NA,Inforce,2140.53,2024-01-14,1,163619.75,57487.33,>=2 years and <3 years,1,1,1,0
1222,POL0001222,5,5,54,2024-06-14,2024-06-17,Yearly,NA,Inforce,1328.22,2024-12-03,1,128542.53,129459.95,>=1 year and <2 years,1,1,1,0
1223,POL0001223,42,6,58,2023-10-31,2023-11-20,Half-yearly,NA,Inforce,3416.25,2024-08-12,1,700022.07,23272.96,>=2 years and <3 years,0,1,0,0
1224,POL0001224,13,8,45,2024-07-30,2024-08-17,Monthly,NA,Inforce,1935.24,2025-07-08,1,248916.28,31653.42,>=1 year and <2 years,1,1,0,1
1225,POL0001225,22,10,60,2025-12-28,2026-01-10,Monthly,NA,Inforce,6097.41,2026-08-12,0,168675.03,18106.98,Less than 1 year,1,1,0,1
1226,POL0001226,27,11,47,2025-08-08,2025-08-21,Half-yearly,Honoured,Inforce,10533.5,2025-10-21,2,243558.91,15515.19,Less than 1 year,1,1,1,1
1227,POL0001227,40,4,37,2026-02-03,2026-02-14,Half-yearly,NA,Inforce,3087.17,2027-02-03,4,335294.92,27033.69,Less than 1 year,1,1,0,1
1228,POL0001228,12,4,21,2023-09-14,2023-09-24,Quarterly,NA,Inforce,3733.91,2023-12-24,0,197119.19,15337.5,>=2 years and <3 years,1,1,0,0
1229,POL0001229,32,5,31,2023-12-07,2024-01-04,Monthly,NA,Inforce,6455.42,2024-07-25,5,116980.68,32715.8,>=2 years and <3 years,1,1,0,1
1230,POL0001230,17,6,21,2025-05-30,2025-06-03,Monthly,Honoured,Inforce,1810.32,2025-12-22,0,174458.19,174565.91,Less than 1 year,1,1,1,1
1231,POL0001231,5,6,56,2025-06-17,2025-07-10,Monthly,NA,Inforce,4819.44,2025-08-13,0,243779.24,50568.08,Less than 1 year,1,1,1,0
1232,POL0001232,32,5,44,2024-02-25,2024-03-03,Half-yearly,Honoured,Inforce,3824.89,2024-10-05,4,720621.12,53389.72,>=2 years and <3 years,0,0,0,1
1233,POL0001233,36,5,20,2024-04-02,2024-04-23,Yearly,Honoured,Inforce,3514.95,2025-03-18,5,114034.25,44606.64,>=1 year and <2 years,1,0,0,1
1234,POL0001234,7,12,7,2023-10-29,2023-11-05,Yearly,NA,Inforce,2052.52,2024-05-15,3,1241512.79,88296.39,>=2 years and <3 years,1,0,1,1
1235,POL0001235,8,2,79,2024-12-11,2024-12-21,Quarterly,Honoured,Inforce,3177.89,2025-08-04,0,160421.58,13357.6,>=1 year and <2 years,1,1,1,1
1236,POL0001236,36,1,65,2024-09-17,2024-09-22,Monthly,NA,Lapsed,8214.07,2025-08-16,4,1850350.76,40538.63,>=1 year and <2 years,1,1,1,1
1237,POL0001237,24,3,38,2026-03-05,2026-03-25,Half-yearly,Honoured,Inforce,781.81,2027-03-16,0,590190.36,40421.92,Less than 1 year,1,1,1,1
1238,POL0001238,7,3,47,2024-05-01,2024-05-28,Monthly,NA,Inforce,2575.74,2024-11-30,3,317105.67,4687.52,>=1 year and <2 years,1,1,1,1
1239,POL0001239,29,7,1,2024-04-03,2024-04-10,Monthly,Honoured,Inforce,2166.71,2025-02-14,4,177277.74,287263.73,>=1 year and <2 years,1,0,1,0
1240,POL0001240,33,3,11,2024-11-14,2024-12-06,Monthly,Honoured,Inforce,4661.32,2025-11-07,2,312977.01,7716.47,>=1 year and <2 years,1,0,1,1
1241,POL0001241,41,11,32,2024-04-17,2024-05-06,Monthly,Honoured,Inforce,1401.89,2024-07-26,2,1305447.65,270138.49,>=1 year and <2 years,1,1,1,0
1242,POL0001242,15,3,55,2024-03-24,2024-03-31,Monthly,NA,Inforce,998.75,2024-12-15,2,461739.22,80388.32,>=1 year and <2 years,1,1,1,1
1243,POL0001243,34,11,47,2025-05-13,2025-06-09,Yearly,NA,Inforce,1710.9,2025-07-28,1,513362.44,60779.88,Less than 1 year,1,1,1,1
1244,POL0001244,34,2,11,2024-03-17,2024-03-26,Monthly,NA,Inforce,3212.85,2024-06-14,5,151061.13,29734.03,>=2 years and <3 years,1,1,1,1
1245,POL0001245,28,1,51,2025-10-29,2025-11-07,Half-yearly,NA,Inforce,5049.94,2026-03-01,3,306444.47,22801.6,Less than 1 year,0,1,0,0
1246,POL0001246,37,1,67,2025-12-23,2026-01-05,Yearly,NA,Lapsed,5828.23,2026-05-13,5,143537.49,84403.21,Less than 1 year,1,1,0,0
1247,POL0001247,36,5,41,2025-05-02,2025-05-29,Yearly,NA,Inforce,1187.05,2025-10-04,3,300592.13,19279.1,Less than 1 year,0,0,0,1
1248,POL0001248,34,10,19,2024-09-12,2024-09-20,Half-yearly,NA,Inforce,2493.19,2025-04-30,0,728980.57,63864.83,>=1 year and <2 years,1,1,1,1
1249,POL0001249,35,10,80,2026-01-14,2026-01-20,Half-yearly,NA,Lapsed,7250.73,2026-02-20,0,552486.95,13504.29,Less than 1 year,1,1,1,0
1250,POL0001250,42,7,26,2025-03-18,2025-03-22,Yearly,NA,Inforce,1488.85,2025-05-23,4,198367.69,21059.53,>=1 year and <2 years,0,1,0,1
1251,POL0001251,25,12,17,2026-02-18,2026-03-02,Quarterly,NA,Inforce,6307.76,2026-10-08,0,50000.0,441804.59,Less than 1 year,1,1,1,1
1252,POL0001252,33,9,40,2023-05-21,2023-05-31,Quarterly,Honoured,Inforce,1938.78,2023-09-29,4,375391.21,181358.58,>=2 years and <3 years,1,1,0,1
1253,POL0001253,2,9,76,2025-01-01,2025-01-13,Monthly,Honoured,Inforce,1998.51,2025-07-02,0,85188.97,30772.36,>=1 year and <2 years,1,0,1,1
1254,POL0001254,28,9,15,2025-11-08,2025-12-03,Half-yearly,Honoured,Inforce,4327.9,2026-07-30,5,182240.5,50811.04,Less than 1 year,0,1,0,1
1255,POL0001255,33,6,16,2024-12-05,2024-12-30,Single,NA,Inforce,5327.14,2025-10-02,2,292414.42,23607.38,>=1 year and <2 years,1,1,0,1
1256,POL0001256,20,10,1,2023-08-26,2023-09-13,Quarterly,Dishonoured,Inforce,1847.61,2024-01-30,3,146063.07,73886.99,>=2 years and <3 years,1,1,1,1
1257,POL0001257,38,10,69,2025-05-02,2025-05-23,Half-yearly,NA,Inforce,2161.33,2025-11-20,1,163058.71,11246.33,Less than 1 year,1,1,0,1
1258,POL0001258,37,11,18,2025-12-19,2026-01-13,Half-yearly,NA,Inforce,1093.22,2026-07-11,0,1651808.65,72192.78,Less than 1 year,1,1,1,1
1259,POL0001259,21,9,75,2026-01-13,2026-01-25,Monthly,Honoured,Inforce,1586.81,2026-09-02,2,325792.05,14110.29,Less than 1 year,1,1,0,1
1260,POL0001260,10,12,55,2023-07-17,2023-08-15,Half-yearly,NA,Inforce,954.88,2024-04-12,3,114577.82,34087.79,>=2 years and <3 years,1,1,0,1
1261,POL0001261,9,8,28,2025-08-28,2025-08-30,Monthly,NA,Inforce,5030.0,2026-01-04,5,246816.28,14865.04,Less than 1 year,1,1,1,0
1262,POL0001262,38,9,67,2023-09-11,2023-10-07,Half-yearly,Honoured,Inforce,3041.66,2024-06-17,3,91579.32,25494.18,>=2 years and <3 years,1,0,1,1
1263,POL0001263,41,7,57,2024-12-30,2025-01-07,Half-yearly,Honoured,Inforce,1481.02,2025-06-24,1,236533.16,39071.53,>=1 year and <2 years,1,1,1,0
1264,POL0001264,27,3,19,2025-02-18,2025-03-19,Quarterly,NA,Inforce,406.92,2025-08-06,0,119430.53,147666.36,>=1 year and <2 years,1,0,1,1
1265,POL0001265,33,9,16,2025-04-12,2025-04-25,Half-yearly,NA,Inforce,2649.99,2025-12-17,1,212811.87,20143.49,Less than 1 year,1,1,1,1
1266,POL0001266,11,9,48,2025-08-30,2025-08-31,Yearly,NA,Lapsed,3953.97,2025-12-25,0,381340.91,88712.15,Less than 1 year,1,0,0,0
1267,POL0001267,8,2,48,2024-08-25,2024-09-13,Quarterly,NA,Inforce,7225.11,2025-08-21,4,167657.94,37353.67,>=1 year and <2 years,0,0,1,0
1268,POL0001268,24,5,48,2025-11-28,2025-12-01,Monthly,NA,Inforce,3283.59,2026-09-17,0,435463.25,12797.34,Less than 1 year,1,1,0,1
1269,POL0001269,10,10,54,2024-07-29,2024-08-10,Single,Honoured,Lapsed,2084.81,2025-05-06,3,135242.43,9700.66,>=1 year and <2 years,1,1,1,1
1270,POL0001270,14,3,63,2025-12-03,2025-12-29,Single,NA,Inforce,3427.58,2026-11-01,1,53424.35,92435.75,Less than 1 year,1,1,1,0
1271,POL0001271,3,7,62,2025-01-07,2025-01-20,Quarterly,NA,Lapsed,3439.28,2025-08-24,3,390758.95,71418.16,>=1 year and <2 years,1,1,0,0
1272,POL0001272,25,8,78,2025-10-03,2025-10-05,Monthly,NA,Inforce,2930.6,2026-09-06,4,757423.55,44329.63,Less than 1 year,1,1,1,1
